"# THE WORKING COPY — this file at the art library root is the list the owner works from. The suite regenerates it (and a mirror under build/_image-prompts/) via npm run art-worklist in the suite repo; edit nothing by hand."
"# ART WORK LIST — generated by `node tools/gen-art-worklist.mjs` (npm run art-worklist). Regenerate rather than editing by hand."
"# FILENAMES USE HYPHENS (thri-kreen.webp) — NOT underscores (thri_kreen.webp). The sidecar wiring keys art to hyphenated entry-key slugs; a file named with underscores will never be found."
"# The filename is the slug of the document key (flags.<module>.key after the last dot) + .webp — never the build/ JSON filename, which can disagree with it."
"# The full save path opens every notes cell — every path points into the standalone art library (C:/Projects/FoundryVTT/DakksUltimateTokens/art/<kind-dir>/<slug>.webp). The library is edition-agnostic: the SAME slug reached from two packs or modules is ONE shared file, and the notes name every entry it serves."
"# THE LOOP: generate a batch -> save each file at the exact path in its notes cell -> npm run build in the suite (the build resolves library art by existence; a misnamed file silently does nothing — check the name against this CSV) -> reload Foundry."
"# Creature tokens: PNG with alpha first, verify per IMAGE-BRIEF.md §9, then convert to .webp. Sizes: Tiny–Large 512px, Huge 1024px, Gargantuan 1536px."
"# P1 = generate first (this module). P2 = later. P3 = a real library icon already exists — only for a unified look."
"# emblem = non-physical subject rendered as an item-icon-style sigil/effect; not in the original six kinds, added for full coverage (spells, proficiencies, skills, abilities, tables, journals). Classes are kind 'npc' (class portrait — archetypal member)."
"# CANON BACKLOG rows (kind monster, P3, no suite slot yet) merge the 5e SRD monster list (CC-BY mechanical fields only) with the Too Many Tokens name list (names only), deduped against our own creature rows — art pre-made for future campaigns/editions."
"filename","display_name","kind","size","token_type","visual_brief","priority","notes"
"locate-animals-or-plants.webp","Locate Animals or Plants","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/locate-animals-or-plants.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"locate-object.webp","Locate Object","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/locate-object.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.locate-object (ad2e-core/spells-divine)"
"lower-water.webp","Lower Water","emblem","—","item icon","Spell effect as an object: a curling wave of water","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/lower-water.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.lower-water (ad2e-core/spells-divine)"
"mages-disjunction.webp","Mage’s Disjunction","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mages-disjunction.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mages-faithful-hound.webp","Mage’s Faithful Hound","emblem","—","item icon","Spell effect as an object: a spectral beast totem","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mages-faithful-hound.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mages-lucubration.webp","Mage’s Lucubration","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mages-lucubration.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mages-magnificent-mansion.webp","Mage’s Magnificent Mansion","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mages-magnificent-mansion.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mages-sword.webp","Mage’s Sword","emblem","—","item icon","An arcane sigil of evocation","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mages-sword.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magic-font.webp","Magic Font","emblem","—","item icon","A divine sigil of the divination sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/magic-font.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magic-jar.webp","Magic Jar","emblem","—","item icon","An arcane sigil of necromancy","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/magic-jar.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magic-mirror.webp","Magic Mirror","emblem","—","item icon","An arcane sigil of enchantment","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/magic-mirror.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magic-missile.webp","Magic Missile","emblem","—","item icon","An arcane sigil of evocation","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/magic-missile.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magic-mouth.webp","Magic Mouth","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/magic-mouth.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magical-aura.webp","Magical Aura","emblem","—","item icon","An arcane sigil of illusion","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/magical-aura.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magical-stone.webp","Magical Stone","emblem","—","item icon","Spell effect as an object: a hovering shard of stone","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/magical-stone.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magical-vestment.webp","Magical Vestment","emblem","—","item icon","A divine sigil of the protection sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/magical-vestment.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"major-creation.webp","Major Creation","emblem","—","item icon","An arcane sigil of illusion","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/major-creation.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mass-charm.webp","Mass Charm","emblem","—","item icon","Spell effect as an object: a hypnotic swirl of influence","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mass-charm.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mass-invisibility.webp","Mass Invisibility","emblem","—","item icon","Spell effect as an object: a fading translucent outline","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mass-invisibility.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mass-morph.webp","Mass Morph","emblem","—","item icon","Spell effect as an object: a silhouette caught mid-transformation","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mass-morph.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mass-suggestion.webp","Mass Suggestion","emblem","—","item icon","An arcane sigil of enchantment","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mass-suggestion.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"maze.webp","Maze","emblem","—","item icon","An arcane sigil of conjuration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/maze.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"meld-into-stone.webp","Meld Into Stone","emblem","—","item icon","Spell effect as an object: a hovering shard of stone","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/meld-into-stone.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mending.webp","Mending","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mending.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"message.webp","Message","emblem","—","item icon","Spell effect as an object: rippling rings of sound","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/message.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"messenger.webp","Messenger","emblem","—","item icon","A divine sigil of the animal sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/messenger.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"meteor-swarm.webp","Meteor Swarm","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/meteor-swarm.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mind-blank.webp","Mind Blank","emblem","—","item icon","Spell effect as an object: a hypnotic swirl of influence","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mind-blank.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"minor-creation.webp","Minor Creation","emblem","—","item icon","An arcane sigil of illusion","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/minor-creation.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"minor-globe-of-invulnerability.webp","Minor Globe of Invulnerability","emblem","—","item icon","An arcane sigil of abjuration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/minor-globe-of-invulnerability.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"minute-meteors.webp","Minute Meteors","emblem","—","item icon","An arcane sigil of evocation","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/minute-meteors.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mirage-arcana.webp","Mirage Arcana","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mirage-arcana.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mirror-image.webp","Mirror Image","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mirror-image.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"misdirection.webp","Misdirection","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/misdirection.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mislead.webp","Mislead","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mislead.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"mnemonic-enhancer.webp","Mnemonic Enhancer","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/mnemonic-enhancer.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
